,bt,km,transmission,ownerNo,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Fuel Type,Transmission,Features,Comfort & Convenience,Safety,Mileage,Torque,Color,Engine Type,Displacement,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,City,RPM_BHP,Power_RTO
1483,7.0,30000,1,1,225,2021,8135,1733,750000.0,5.0,4,1,9,10,13,20.0,160.0,86,263.0,999.0,3.0,4.0,8.0,53.0,27.0,12.45229249,5.0,1.0,3994.0,1758.0,1572.0,2500,1478.635627,1479.284494,1014.0,1670.523356,5,11.52548098,5.0,3.0,5.0,5.0,7.0,174.018972,11.7,26.0,5.0,336.0,16.0,1,3698.63,5288.0
1484,2.0,59247,1,1,89,2015,1579,1641,398000.0,2.0,4,1,9,10,13,19.81,99.04,116,265.0,1086.0,4.0,3.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,860.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.3,13.0,5.0,225.0,15.66402379,1,4568.05,5778.0
1485,2.0,50000,1,1,66,2015,1341,171,550000.0,5.0,4,1,9,10,13,18.7,110.0,86,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1042.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,1,4888.7,6133.0
1486,8.0,20000,0,1,200,2016,4570,1067,3300000.0,2.0,1,0,9,10,13,13.0,500.0,138,276.0,2143.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4879.0,2071.0,1474.0,2874,1598.0,1614.0,1800.0,2280.0,7,16.0,5.0,6.0,5.01860252,22.0,21.0,174.018972,7.5,26.0,4.0,540.0,17.0,1,1901.893989,4473.0
1487,2.0,29403,0,1,160,2016,3995,2048,453000.0,2.0,4,0,9,10,13,23.1,90.0,9,293.0,998.0,3.0,4.0,3.0,53.0,30.0,11.0,1.0,1.0,3715.0,1635.0,1565.0,2425,1420.0,1410.0,845.0,1250.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,1,3567.04,6276.0
1489,7.0,23001,0,1,21,2018,6367,2141,5000000.0,2.0,1,0,9,10,13,16.55,400.0,57,412.0,1995.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4708.0,1891.0,1676.0,2864,1620.0,1636.0,1690.0,1670.523356,8,9.0,5.0,6.0,5.01860252,5.0,2.0,213.0,8.0,26.0,5.0,485.0,15.66402379,1,2687.7,4274.0
1490,7.0,25925,0,2,50,2018,6088,291,821000.0,2.0,4,0,9,10,13,14.8,150.0,8,396.0,1497.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,6,12.0,5.0,6.0,5.3,22.0,7.0,171.43,12.51,26.0,4.0,352.0,16.0,1,4621.36,6785.0
1492,2.0,17711,0,1,66,2019,6506,1794,792000.0,2.0,4,0,9,10,13,18.2,110.0,116,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1211.483843,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,1,4888.7,6274.0
1493,8.0,50000,0,1,14,2020,7103,675,4050000.0,2.0,1,0,9,10,13,20.37,400.0,138,407.0,1995.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4709.0,1827.0,1435.0,2810,1589.0,1583.0,1560.0,1670.523356,8,16.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,6.8,26.0,4.0,480.0,17.0,1,2687.74,4268.0
1495,2.0,51125,1,2,77,2018,5602,95,511000.0,2.0,4,1,9,10,13,18.9,178.9265066,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,1100.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,15.66402379,1,4081.86,6290.0
1496,7.0,69233,1,1,265,2019,5997,299,710000.0,2.0,1,1,9,10,13,21.5,260.0,84,352.0,1497.0,4.0,4.0,3.0,2.0,78.0,12.45229249,5.0,1.0,3994.0,1811.0,1607.0,2498,1540.0,1530.0,1211.483843,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.25,16.0,5.0,350.0,15.66402379,1,2858.5,4034.0
1498,8.0,93281,1,1,63,2014,1280,2100,570000.0,2.0,4,1,9,10,13,17.4,145.0,14,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1065.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,1,4717.3,6881.0
1500,8.0,99225,1,2,59,2014,1166,1062,375000.0,2.0,4,1,8,10,13,18.0,109.0,138,476.0,1198.0,4.0,4.0,8.0,35.26919603,51.37463617,12.45229249,1.0,1.0,3990.0,1680.0,1505.0,2405,1478.635627,1479.284494,940.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,400.0,15.66402379,1,4586.7,6268.0
1501,2.0,30000,1,1,74,2016,5548,5,275000.0,5.0,4,1,8,10,13,20.3,94.14,86,318.0,998.0,3.0,4.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3515.0,1550.0,1510.0,2380,1376.0,1458.0,880.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,13.0,5.0,215.0,15.66402379,1,3568.05,6592.0
1502,8.0,30602,1,1,59,2014,1168,1517,429000.0,2.0,4,1,9,10,13,18.0,109.0,116,476.0,1198.0,4.0,4.0,8.0,35.26919603,51.37463617,12.45229249,1.0,1.0,3990.0,1680.0,1505.0,2405,1478.635627,1479.284494,950.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,400.0,15.66402379,1,4586.7,6274.0
1503,2.0,64500,1,1,179,2018,4164,1765,675000.0,2.0,1,1,9,10,13,25.2,190.0,110,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3840.0,1735.0,1530.0,2450,1478.635627,1479.284494,1211.483843,1405.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.8,19.0,5.0,204.0,15.66402379,1,2101.893989,4274.0
1504,8.0,46809,1,2,63,2017,1215,2099,793000.0,2.0,4,1,9,10,13,17.8,145.0,138,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1049.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,1,4717.3,6878.0
1506,7.0,20000,0,1,73,2019,1444,368,1425000.0,2.0,1,0,9,10,13,17.01,259.9,138,421.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1320.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,5.0,400.0,17.0,1,2876.2,4284.0
1508,8.0,80000,1,1,63,2016,1216,2100,800000.0,5.0,4,1,9,10,13,17.8,145.0,86,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1065.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,1,4717.3,6842.030234
1509,8.0,88000,0,2,4,2013,54,516,1400000.0,5.0,4,0,9,10,13,13.53,320.0,9,391.0,1984.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4915.0,2086.0,1455.0,2912,1627.0,1618.0,1640.0,2145.0,8,12.0,5.0,6.0,5.01860252,22.0,25.0,174.018972,8.3,26.0,4.0,530.0,17.0,1,4077.01,6288.0
1510,8.0,30360,0,2,63,2019,7265,2034,1088000.0,4.0,4,0,9,10,13,17.4,145.0,8,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1475.0,1465.0,1107.0,1482.0,CVT,12.0,5.0,6.0,5.01860252,22.0,7.0,178.55,11.9,26.0,4.0,510.0,16.0,1,4717.6,6881.0
1511,2.0,70000,0,2,157,2017,3960,84,590000.0,5.0,4,0,9,10,13,21.4,115.0,86,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,920.0,1360.0,CVT,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,1,4083.1,6281.0
1512,2.0,16246,1,1,77,2016,1550,861,568000.0,2.0,4,1,9,10,13,18.9,114.0,110,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,935.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,14.0,1,4101.893989,6273.0
1513,2.0,55000,0,2,160,2017,3981,1272,400000.0,2.0,4,0,8,10,13,23.1,90.0,138,294.0,998.0,3.0,4.0,3.0,53.0,30.0,11.0,1.0,1.0,3600.0,1600.0,1560.0,2425,1420.0,1410.0,810.0,1250.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,1,3567.04,6269.0
1515,2.0,71638,0,2,160,2016,3995,2048,422000.0,4.0,4,0,9,10,13,23.1,90.0,110,293.0,998.0,3.0,4.0,3.0,53.0,30.0,11.0,1.0,1.0,3715.0,1635.0,1565.0,2425,1420.0,1410.0,845.0,1250.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,1,3567.04,6278.0
1516,8.0,46105,1,1,59,2015,1165,1591,450000.0,2.0,4,1,9,10,13,18.0,109.0,138,476.0,1198.0,4.0,4.0,8.0,35.26919603,51.37463617,12.45229249,1.0,1.0,3990.0,1680.0,1505.0,2405,1478.635627,1479.284494,960.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,400.0,15.66402379,1,4586.7,6274.0
1517,7.0,60000,1,1,69,2017,5668,2116,650000.0,5.0,4,1,9,10,13,17.5,110.0,86,476.0,1199.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3999.0,1734.0,1601.0,2555,1478.635627,1479.284494,1103.0,1670.523356,5,12.0,5.0,1.0,5.01860252,22.0,7.0,164.26,15.31,26.0,5.0,402.7427254,16.0,1,4888.7,6271.0
1518,2.0,80000,1,1,66,2017,1344,306,575000.0,5.0,1,1,9,10,13,27.3,200.0,86,471.0,1498.0,4.0,4.0,3.0,35.26919603,51.37463617,12.45229249,5.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1146.0,1670.523356,6,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,23.0,5.0,354.0,15.66402379,1,1848.6,3879.0
1520,8.0,70000,1,2,167,2008,4077,1859,150000.0,5.0,4,1,4,10,13,15.9,110.0,116,278.0,1298.0,4.0,4.0,8.0,35.26919603,46.0,12.45229249,1.0,1.0,4095.0,1575.0,1395.0,2365,1365.0,1340.0,875.0,1315.0,5,11.52548098,5.0,6.0,5.01860252,3.0,1.0,164.0,12.79590584,26.0,4.0,402.7427254,13.0,1,3620.882197,5525.185899
1521,2.0,61764,0,1,157,2017,3960,84,702000.0,4.0,4,0,9,10,13,21.4,115.0,57,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,920.0,1360.0,CVT,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,1,4083.1,6288.0
1522,7.0,36018,1,2,133,2016,3565,2125,448000.0,5.0,4,1,8,10,13,18.15,115.0,84,487.0,1198.0,3.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3675.0,1715.0,1635.0,2385,1490.0,1490.0,1155.0,1670.523356,5,12.0,6.0,6.0,5.05,5.0,7.0,160.0,12.79590584,26.0,5.0,243.0,15.66402379,1,3701.893989,5781.0
1523,7.0,150000,0,1,236,2016,5046,456,650000.0,5.0,1,0,9,10,13,19.6,245.0,86,465.0,1461.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4315.0,1822.0,1695.0,2673,1560.0,1567.0,1245.0,1813.0,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.5,26.0,5.0,475.0,15.66402379,1,1858.45,4314.0
1525,8.0,62931,0,2,63,2016,1217,2096,772000.0,2.0,4,0,9,10,13,18.0,145.0,14,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1085.0,1670.523356,5  CVT,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,1,4717.3,6873.0
1526,8.0,90000,1,2,281,2013,2152,1123,500000.0,5.0,4,1,9,10,13,14.53,173.0,86,227.0,1798.0,4.0,4.0,3.0,33.0,51.37463617,12.45229249,1.0,1.0,4620.0,1776.0,1475.0,2700,1530.0,1535.0,1340.0,1670.523356,6,12.0,5.0,6.0,5.01860252,22.0,21.0,174.018972,10.42,26.0,4.0,475.0,15.0,1,4138.1,6678.0
1528,8.0,43000,1,1,281,2018,5667,215,1490000.0,2.0,1,1,9,10,13,21.43,205.0,138,205.0,1364.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4620.0,1775.0,1475.0,2700,1530.0,1535.0,1270.0,1670.0,6,12.0,5.0,6.0,5.4,22.0,21.0,174.018972,11.8,26.0,4.0,470.0,16.0,1,2886.79,4068.0
1529,8.0,110505,0,1,180,2017,5824,789,627000.0,5.0,1,0,9,10,13,28.4,190.0,116,220.0,1248.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,3995.0,1735.0,1515.0,2450,1530.0,1520.0,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,4.0,378.0,15.66402379,1,2074.02,4280.0
1530,8.0,78892,1,1,86,2018,5967,1785,835000.0,5.0,4,1,9,10,13,17.0,151.0,116,450.0,1591.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,4440.0,1729.0,1475.0,2600,1478.635627,1479.284494,1228.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,11.31,13.0,4.0,480.0,16.0,1,4971.3,6677.0
1531,8.0,59000,0,1,4,2015,36,688,2090000.0,5.0,1,0,9,10,13,18.53,400.0,138,267.0,1968.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4933.0,1874.0,1455.0,2912,1627.0,1618.0,1735.0,2240.0,7,12.0,5.0,6.0,5.01860252,22.0,25.0,174.018972,8.4,26.0,4.0,530.0,18.0,1,3187.74,4308.0
1532,8.0,90058,1,1,32,2014,548,108,350000.0,2.0,4,1,9,10,13,18.2,108.5,138,360.0,1199.0,4.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,4249.0,1690.0,1503.0,2465,1478.635627,1479.284494,1065.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,14.0,26.0,4.0,370.0,15.66402379,1,5082.4,6272.0
1533,7.0,69000,0,1,9,2015,103,644,2100000.0,5.0,1,0,9,10,13,13.22,580.0,138,386.0,2967.0,6.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4629.0,2089.0,1655.0,2807,1617.0,1614.0,1955.0,2470.0,7,9.0,5.0,6.0,5.01860252,22.0,2.0,174.018972,6.5,26.0,5.0,540.0,18.0,1,3491.4,4780.0
1534,7.0,67000,1,1,69,2019,5670,2106,925000.0,2.0,1,1,9,10,13,25.5,200.0,110,471.0,1498.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,3999.0,1734.0,1601.0,2555,1478.635627,1479.284494,1198.0,1670.523356,6,12.0,5.0,1.0,5.01860252,22.0,7.0,176.0,12.43,26.0,5.0,402.7427254,16.0,1,1848.6,3872.0
1535,8.0,80000,1,1,163,2017,5720,184,850000.0,5.0,1,1,9,10,13,28.09,200.0,86,216.0,1248.0,4.0,4.0,3.0,4.0,15.0,10.1,5.0,1.0,4490.0,1730.0,1485.0,2650,1495.0,1505.0,1135.0,1595.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,190.0,15.0,23.0,4.0,510.0,16.0,1,1838.5,4302.0
1537,7.0,57000,0,1,10,2020,134,715,6600000.0,2.0,1,0,9,10,13,14.75,600.0,138,431.0,2967.0,4.0,4.0,3.0,6.0,147.0,12.45229249,5.0,1.0,5052.0,2212.0,1740.0,2994,1679.0,1691.0,2330.0,2925.0,8,9.0,7.0,6.0,5.01860252,22.0,25.0,174.018972,7.1,26.0,5.0,890.0,19.0,1,3101.893989,4773.0
1538,4.0,800000,1,1,290,2018,2410,555,2150000.0,2.0,1,1,9,10,13,13.68,343.0,8,111.0,2393.0,7.0,4.0,3.0,23.0,6.0,12.45229249,5.0,1.0,4735.0,1830.0,1795.0,2750,1540.0,1540.0,1825.0,2460.0,5,16.0,8.0,6.0,5.4,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,16.0,1,2947.8,3674.0
1539,8.0,5500000,0,1,197,2018,4699,898,3600000.0,2.0,1,0,9,10,13,19.27,400.0,9,278.0,2143.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4686.0,2020.0,1442.0,2840,1588.0,1588.0,1655.0,2135.0,9,16.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,7.4,23.0,4.0,480.0,16.0,1,2967.62,4471.0
1540,8.0,27000,0,1,19,2017,304,1622,6800000.0,2.0,1,0,9,10,13,16.46,560.0,138,236.0,2993.0,6.0,4.0,3.0,6.0,146.0,16.5,5.0,1.0,5219.0,2142.0,1481.0,3210,1611.0,1650.0,2240.0,1670.523356,8,16.0,5.0,6.0,6.25,5.0,2.0,250.0,6.2,26.0,4.0,500.0,19.0,1,1601.893989,4274.0
1541,7.0,38334,1,1,265,2018,5992,124,707000.0,2.0,4,1,9,10,13,17.0,170.0,116,354.0,1198.0,3.0,4.0,3.0,49.0,92.0,12.45229249,5.0,1.0,3994.0,1811.0,1607.0,2498,1540.0,1530.0,1211.483843,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,154.19,11.64,16.0,5.0,350.0,15.66402379,1,4108.5,5281.0
1542,2.0,36992,1,1,300,2019,7743,11,680000.0,5.0,4,1,9,10,13,17.74,95.0,110,21.0,999.0,3.0,4.0,3.0,55.0,59.0,10.5,1.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1211.483843,1670.523356,5,12.0,5.0,3.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,280.0,15.66402379,1,3875.1,6533.0
1543,7.0,50000,0,2,21,2016,350,2155,3750000.0,2.0,1,0,9,10,13,16.55,560.0,110,507.0,2993.0,6.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4657.0,2089.0,1678.0,2810,1616.0,1632.0,1780.0,1670.523356,8,4.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,5.9,26.0,5.0,485.0,18.0,1,3101.893989,4285.0
1545,2.0,84564,1,1,37,2019,6648,778,401000.0,4.0,4,1,8,10,13,19.02,104.0,138,338.0,1198.0,3.0,4.0,3.0,40.0,51.37463617,12.45229249,1.0,1.0,3788.0,1636.0,1507.0,2450,1478.635627,1479.284494,875.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,5.0,265.0,15.66402379,1,4067.05,5324.0
1547,2.0,23462,1,1,81,2018,6666,1342,505000.0,6.0,4,1,9,10,13,20.3,99.0,138,30.0,1086.0,4.0,3.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3610.0,1645.0,1560.0,2400,1476.0,1494.0,1010.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,235.0,15.66402379,1,3620.882197,5776.0
1549,8.0,54658,0,1,59,2019,6422,1750,830000.0,2.0,1,0,9,10,13,23.8,160.0,110,471.0,1498.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,3995.0,1695.0,1501.0,2470,1478.635627,1479.284494,1039.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,11.27,26.0,4.0,420.0,15.66402379,1,1828.9,3878.0
1552,2.0,70000,1,3,45,2010,5280,222,100000.0,5.0,4,1,9,10,13,14.6,115.0,110,253.0,1368.0,4.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3987.0,1687.0,1495.0,2510,1478.635627,1479.284494,1115.0,1670.523356,5-,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,15.0,1,4588.7,6242.030234
1555,2.0,53967,1,1,157,2016,3970,69,550000.0,2.0,4,1,9,10,13,21.4,115.0,9,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,1211.483843,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,1,4083.1,6288.0
1556,2.0,52700,1,1,89,2011,1568,1333,299000.0,2.0,4,1,8,10,13,20.36,111.7,110,319.0,1197.0,4.0,4.0,4.0,49.0,22.0,10.5,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,930.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,13.0,1,4078.9,6274.0
1557,7.0,60000,0,1,265,2018,6388,136,750000.0,5.0,4,0,9,10,13,17.0,170.0,86,354.0,1198.0,3.0,4.0,3.0,49.0,92.0,12.45229249,5.0,1.0,3994.0,1811.0,1607.0,2498,1540.0,1530.0,1211.483843,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,154.19,12.79590584,16.0,5.0,350.0,16.0,1,4108.5,5278.0
1559,8.0,99225,1,2,59,2014,7439,1057,375000.0,2.0,4,1,8,10,13,18.6,110.0,129,476.0,1199.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3995.0,1695.0,1498.0,2470,1478.635627,1479.284494,905.0,1670.523356,5,12.0,5.0,1.0,4.7,5.0,7.0,174.018972,15.0,26.0,4.0,420.0,15.66402379,1,4888.76,6268.0
1560,8.0,60000,1,2,43,2011,775,1092,265000.0,5.0,4,1,9,10,13,16.0,115.0,116,257.0,1368.0,4.0,4.0,3.0,35.26919603,51.37463617,12.45229249,5.0,1.0,4560.0,1730.0,1487.0,"2,603",1478.635627,1479.284494,1240.0,1670.523356,Five,14.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,15.0,1,3620.882197,5555.155665
1562,2.0,72024,1,1,66,2016,1341,171,542000.0,5.0,4,1,9,10,13,18.7,110.0,110,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1042.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,1,4888.7,6277.0
1563,8.0,80000,0,1,59,2016,1169,1493,529000.0,5.0,4,0,9,10,13,15.5,109.0,86,476.0,1198.0,4.0,4.0,8.0,35.26919603,51.37463617,12.45229249,1.0,1.0,3990.0,1680.0,1505.0,2405,1478.635627,1479.284494,990.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,400.0,15.66402379,1,4586.7,6268.0
1564,2.0,78735,1,1,300,2017,6004,117,684000.0,4.0,4,1,9,10,13,16.2,110.0,8,332.0,1199.0,3.0,4.0,3.0,49.0,55.0,10.5,1.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,165.0,14.2,26.0,5.0,280.0,15.0,1,4401.893989,5684.0
1565,7.0,72955,1,2,50,2018,6093,269,813000.0,6.0,1,1,9,10,13,23.0,205.0,110,380.0,1498.0,4.0,4.0,8.0,23.0,39.0,16.0,5.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,352.0,16.0,1,3348.96,4024.0
1566,8.0,40000,0,1,163,2015,5726,204,650000.0,5.0,4,0,9,10,13,19.12,130.0,86,478.0,1373.0,4.0,4.0,3.0,49.0,31.0,10.1,1.0,1.0,4490.0,1730.0,1485.0,2650,1495.0,1505.0,1010.0,1490.0,4,12.0,5.0,6.0,5.01860252,22.0,7.0,190.0,14.0,23.0,4.0,510.0,15.0,1,4091.1,6242.030234
1568,2.0,29000,1,1,90,2019,7470,1352,745000.0,2.0,4,1,9,10,13,18.6,178.9265066,116,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1478.635627,1479.284494,1120.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,26.0,5.0,285.0,15.66402379,1,4081.86,6270.0
1569,2.0,69864,1,1,157,2017,3969,175,619000.0,5.0,4,1,9,10,13,21.4,115.0,116,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,880.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,1,4083.1,6278.0
1570,8.0,35739,1,1,87,2019,5785,166,650000.0,5.0,4,1,9,10,13,20.14,178.9265066,116,52.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1660.0,1520.0,2425,1479.0,1493.0,1140.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,4.0,407.0,14.0,1,4081.86,6276.0
1571,2.0,120000,0,2,66,2016,1340,160,500000.0,5.0,4,0,9,10,13,19.0,110.0,86,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1066.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,1,4888.7,6274.0
